"Table 176-0043 Financial market statistics, last Wednesday unless otherwise stated, Bank of Canada, monthly (percent)(1)"
Survey or program details:
Bank of Canada - 7502
Geography,Rates,Apr-2000,May-2000,Jun-2000,Jul-2000,Aug-2000,Sep-2000,Oct-2000,Nov-2000,Dec-2000,Jan-2001,Feb-2001,Mar-2001,Apr-2001,May-2001,Jun-2001,Jul-2001,Aug-2001,Sep-2001,Oct-2001,Nov-2001,Dec-2001,Jan-2002,Feb-2002,Mar-2002,Apr-2002,May-2002,Jun-2002,Jul-2002,Aug-2002,Sep-2002,Oct-2002,Nov-2002,Dec-2002,Jan-2003,Feb-2003,Mar-2003,Apr-2003,May-2003,Jun-2003,Jul-2003,Aug-2003,Sep-2003,Oct-2003,Nov-2003,Dec-2003,Jan-2004,Feb-2004,Mar-2004,Apr-2004,May-2004,Jun-2004,Jul-2004,Aug-2004,Sep-2004,Oct-2004,Nov-2004,Dec-2004,Jan-2005,Feb-2005,Mar-2005,Apr-2005,May-2005,Jun-2005,Jul-2005,Aug-2005,Sep-2005,Oct-2005,Nov-2005,Dec-2005,Jan-2006,Feb-2006,Mar-2006,Apr-2006,May-2006,Jun-2006,Jul-2006,Aug-2006,Sep-2006,Oct-2006,Nov-2006,Dec-2006,Jan-2007,Feb-2007,Mar-2007,Apr-2007,May-2007,Jun-2007,Jul-2007,Aug-2007,Sep-2007,Oct-2007,Nov-2007,Dec-2007,Jan-2008,Feb-2008,Mar-2008,Apr-2008,May-2008,Jun-2008,Jul-2008,Aug-2008,Sep-2008,Oct-2008,Nov-2008,Dec-2008,Jan-2009,Feb-2009,Mar-2009,Apr-2009,May-2009,Jun-2009,Jul-2009,Aug-2009,Sep-2009,Oct-2009,Nov-2009,Dec-2009,Jan-2010,Feb-2010,Mar-2010,Apr-2010,May-2010,Jun-2010,Jul-2010,Aug-2010,Sep-2010,Oct-2010,Nov-2010,Dec-2010,Jan-2011,Feb-2011,Mar-2011,Apr-2011,May-2011,Jun-2011,Jul-2011,Aug-2011,Sep-2011,Oct-2011,Nov-2011,Dec-2011,Jan-2012,Feb-2012,Mar-2012,Apr-2012,May-2012,Jun-2012,Jul-2012,Aug-2012,Sep-2012,Oct-2012,Nov-2012,Dec-2012,Jan-2013,Feb-2013,Mar-2013,Apr-2013,May-2013,Jun-2013,Jul-2013,Aug-2013,Sep-2013,Oct-2013,Nov-2013,Dec-2013,Jan-2014,Feb-2014,Mar-2014,Apr-2014,May-2014,Jun-2014,Jul-2014,Aug-2014,Sep-2014,Oct-2014,Nov-2014,Dec-2014,Jan-2015
Canada,Bank rate,5.50,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.75,5.75,5.25,5.00,4.75,4.75,4.50,4.25,3.75,3.00,2.50,2.50,2.25,2.25,2.25,2.50,2.50,2.75,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.25,3.50,3.50,3.50,3.25,3.25,3.00,3.00,3.00,3.00,2.75,2.75,2.50,2.25,2.25,2.25,2.25,2.25,2.50,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,3.00,3.25,3.25,3.50,3.75,3.75,4.00,4.25,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.75,4.75,4.75,4.75,4.75,4.50,4.25,4.25,3.75,3.25,3.25,3.25,3.25,3.25,3.25,2.50,2.50,1.75,1.25,1.25,0.75,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.75,1.00,1.00,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.00
Canada,Average residential mortgage lending rate: 5 year (10),8.23,8.50,8.34,8.18,8.08,8.08,8.08,8.04,7.81,7.58,7.52,7.19,7.22,7.38,7.47,7.46,7.39,7.03,6.74,6.51,6.64,6.62,6.59,6.80,7.00,7.00,6.98,6.90,6.61,6.49,6.50,6.47,6.39,6.26,6.29,6.33,6.44,6.10,5.62,5.71,5.87,5.97,5.83,6.02,6.00,5.78,5.51,5.31,5.56,5.82,6.06,6.10,5.97,5.94,5.95,5.87,5.69,5.60,5.59,5.60,5.67,5.55,5.31,5.26,5.32,5.30,5.39,5.56,5.60,5.65,5.75,5.78,5.88,6.05,6.12,6.26,6.24,6.13,6.01,5.99,5.89,5.91,6.00,5.91,5.92,6.01,6.51,6.60,6.62,6.61,6.69,6.73,6.75,6.81,6.72,6.60,6.40,6.21,6.20,6.37,6.25,6.16,6.46,6.51,6.17,5.78,5.28,5.14,4.79,4.62,4.90,5.14,5.13,4.97,5.00,5.06,4.83,4.80,4.73,4.71,5.15,5.30,5.18,5.02,4.82,4.60,4.52,4.45,4.50,4.55,4.68,4.70,4.87,4.83,4.60,4.57,4.52,4.42,4.35,4.38,4.36,4.31,4.23,4.21,4.36,4.35,4.25,4.23,4.23,4.20,4.17,4.15,4.15,4.14,4.11,4.02,4.02,4.02,4.00,4.08,4.14,4.33,4.40,4.39,4.39,4.38,4.32,4.16,4.02,4.02,4.00,4.01,4.01,4.02,4.00,4.00,3.98,..
Legend:
..,Not available
Footnotes:
1,"The numeric value ""-99999"" means no transactions."
10,"Prior to 1978, the rate shown is a simple average of rates charged by a number of large institutional lenders, including chartered banks for residential mortgage loans as at mid-month. Between 1967 and 1970, the average rate shown includes rates for twenty-five year mortgages. Prior to 1967, the average rate shown is exclusively for twenty-five year mortgages."
Source:
"This is non-Statistics Canada information. Table 176-0043 - Financial market statistics, last Wednesday unless otherwise stated, Bank of Canada, monthly (percent unless otherwise noted)"
"(accessed: February 04, 2015)"
